skuagr_2,descriprod_agrp2,lineaproducto,grupo_producto,sub_grupo_1,sub_grupo_2,cobertura_contrato,perfil_terapeutico,atc,base_pbs,grupo_riesgo
74586386G5,PANAL ADULTO TALLA M   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74586486G5,PANAL ADULTO TALLA S   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74586586G5,PANAL ADULTO TALLA XL   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685186G5,PANAL BEBE ETAPA 0   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685286G5,PANAL BEBE ETAPA 1   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685386G5,PANAL BEBE ETAPA 2   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685486G5,PANAL BEBE ETAPA 3   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685486G6,PANAL BEBE ETAPA 3      HUGGIES ACTIVE SEC,COMERCIALES 1,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685586G5,PANAL BEBE ETAPA 4   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685686G5,PANAL BEBE ETAPA 5   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74685786G5,PANAL BEBE ETAPA 6   ,GENERICOS,COMPLEMENTARIOS,PANALES,PA ALES,NO PBS,COMPLEMENTARIOS,0,NO PBS,199
74833775G5,PARICALCITOL 1 MCG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,NEFROLOGIA,H05BX02,INCLUSION 2022,199
74849675G5,PARICALCITOL 2 MCG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,NEFROLOGIA,H05BX02,INCLUSION 2022,101
74870766G5,PARICALCITOL 5 MCG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,NEFROLOGIA,H05BX02,INCLUSION 2022,101
74942275G6,PAROXETINA 12.5 MG  TABLETA   SEROXAT,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AB05,PBS 2021,103
74953475G5,PAROXETINA 20 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AB05,PBS 2021,103
74956875G6,PAROXETINA 25 MG  TABLETA   SEROXAT,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N06AB05,PBS 2021,103
75077655G5,PASTA STOMAHESIVE 56.7 GR  PASTA,GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
75154875G5,PAZOPANIB 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,L01XE11,NO PBS,199
75288057G6,PEDIASURE   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
75288857G6,PEDIASURE   POLVO ORAL   LATA X 900 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
75292069G6,PEDIASURE   SOLUCION ORAL   FRASCO X 220 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
75392069G6,PEDIASURE CLINICAL   SOLUCION ORAL   FRASCO X 220 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
75443566G5,PEGINTERFERON BETA 1A 125 MCG/0.5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,REUMATOLOGIA,L03AB07,PBS 2021,199
75484566G5,PEGINTERFERON BETA 1A 94 MCG/0.5ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_AUTOAPLICABLES,P B S,REUMATOLOGIA,L03AB07,PBS 2021,199
75558335G5,PENICILAMINA 250 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,REUMATOLOGIA,M01CC01,PBS 2021,199
75635358G5,PENICILINA G BENZATINICA 1.200.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE08,PBS 2021,199
75651658G5,PENICILINA G BENZATINICA 2.400.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE08,PBS 2021,199
75769158G5,PENICILINA G PROCAINICA 400.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE09,PBS 2021,199
75783858G5,PENICILINA G PROCAINICA 800.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE09,PBS 2021,199
75835058G5,PENICILINA G SODICA 1.000.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE01,PBS 2021,199
75872958G5,PENICILINA G SODICA 5.000.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE01,PBS 2021,199
75958574G5,PENICILINA V POTASICA 250 MG/5ML  SUSPENSION ORAL,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE02,PBS 2021,199
75975875G5,PENICILINA V POTASICA 500 MG  TABLETA,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,P B S,ANTIBIOTICOS,J01CE02,PBS 2021,199
76092269G6,PEPTAMEN JUNIOR 1.0 KCAL/ML   SOLUCION ORAL   FRASCO X 250 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
76191869G6,PERATIVE   SOLUCION ORAL   FRASCO X 237 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
76271075G5,PERINDOPRIL 5 MG + INDAPAMIDA 1.25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09BA04,PBS 2021,101
76322169G5,PEROXIDO DE HIDROGENO (0.04%) 3.6 GR/100ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,D08AX01,NO PBS,199
76324272G5,PEROXIDO DE HIDROGENO (0.4%) 3.6 GR/100ML  SOLUCION TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,Z-NOAGRUPADO,D08AX01        ,NO PBS,199
76480769G5,PICOSULFATO SODICO 7.5 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A06AB08,PBS 2021,199
76527268G5,PILOCARPINA (2%) 20 MG/ML  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01EB01,PBS 2021,199
76570875G5,PILOCARPINA 5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,OFTALMICOS,N07AX01,PBS 2021,199
76866458G5,PIPERACILINA 4 GR + TAZOBACTAM 0.5 GR  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,VENTAS IPS,ANTIBIOTICOS,J01CR05,VENTAS IPS,199
76957666G5,PIPOTIAZINA 25 MG/ML  SOLUCION INYECTABLE,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA INYECTABLE,P B S,PSIQUIATRIA,N05AC04,PBS 2021,103
77058835G5,PIRFENIDONA 267 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA RESPIRATORO,L04AX05,INCLUSION 2022,199
77174159G5,PIRIDOSTIGMINA 50 MG  POLVO PARA RECONSTITUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N07AA02,PBS 2021,102
77178875G5,PIRIDOSTIGMINA 60 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N07AA02,PBS 2021,102
77274175G5,PIRIDOXINA 50 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SUPLEMENTOS Y VITAMINAS,A11HA02,PBS 2021,199
77337769G5,PIRIMETAMINA 10 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,PBS 2021,199
77350769G5,PIRIMETAMINA 2 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,PBS 2021,199
77351569G5,PIRIMETAMINA 2.4 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,PBS 2021,199
77352869G5,PIRIMETAMINA 2.7 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,PBS 2021,199
77373069G5,PIRIMETAMINA 5.5 MG/ML  SOLUCION ORAL,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PREP. MAGISTRALES,P01BD06,PBS 2021,199
77453475G5,PIROXICAM 20 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,MEDICINA DEL DOLOR,M01AC01,INCLUSION 2022,199
77498145G5,PIROXICAM (5%) 0.5 GR/100 GR  GEL TOPICO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,NO PBS,Z-NOAGRUPADO,M02AA07,NO PBS,199
77589957G6,PLUMPY NUT   POLVO ORAL   SOBRE X 92 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,P B S,NUTRICIONALES,NUT,INCLUSION 2024,199
77626972G5,PODOFILINA (2%) 2 GR/100ML  SOLUCION TOPICA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA TOPICA,P B S,ANTIINFECCIOSOS,D06BB04,PBS 2021,199
77784856G5,POLIESTIRENO SULFONATO C LCICO 99.75 GR  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEFROLOGIA,V03AE01,PBS 2021,101
77966768G5,POLIETILENGLICOL (0.4%) 4 MG + PROPILENGLICOL (0.3%) 3 MG (/ML) SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01XA20,PBS 2021,199
78076958G5,POLIMIXINA B 500.000 UI  POLVO PARA RECONSTIT INYECTABLE,GENERICOS,PRIMER NIVEL,HOSPITALARIO,MEDICAMENTOS,VENTAS IPS,Z-NOAGRUPADO,J01XB02,VENTAS IPS,199
78159260G5,POLVO STOMAHESIVE 28 GR  POLVO TOPICO,GENERICOS,ALTO COSTO,DISPOSITIVOS,KIT COLOSTOMIA,P B S,KIT COLOSTOMIA,DMCOL,PBS 2021,199
78231475G5,PRAMIPEXOL 0.375 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BC05,INCLUSION 2022,102
78232775G5,PRAMIPEXOL 0.75 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BC05,INCLUSION 2022,102
78235675G5,PRAMIPEXOL 1.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BC05,INCLUSION 2022,102
78259675G5,PRAMIPEXOL 3 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BC05,INCLUSION 2022,102
78267375G5,PRAMIPEXOL 4.5 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BC05,INCLUSION 2022,102
78336775G5,PRASUGREL 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,B01AC22,PBS 2021,101
78433875G5,PRAZOSINA 1 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C02CA01,PBS 2021,101
78625168G5,PREDNISOLONA (1%) 10 MG + FENILEFRINA (0.12%) 1.2 MG (/ML) SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01BA04,PBS 2021,199
78845935G5,PREGABALINA 150 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78845935G6,PREGABALINA 150 MG  CAPSULA   LYRICA,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78856835G5,PREGABALINA 25 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78856835G6,PREGABALINA 25 MG  CAPSULA   LYRICA,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78861535G5,PREGABALINA 300 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78861535G6,PREGABALINA 300 MG  CAPSULA   LYRICA,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78874135G6,PREGABALINA 50 MG  CAPSULA   LYRICA,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78881635G5,PREGABALINA 75 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
78881635G6,PREGABALINA 75 MG  CAPSULA   LYRICA,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,ANTIEPILEPTICOS,N03AX16,MIXTO,102
79038835G5,PROGESTERONA 100 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,GINECOLOGIA,G03DA04,INCLUSION 2022,199
79054835G5,PROGESTERONA 200 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,GINECOLOGIA,G03DA04,INCLUSION 2022,199
79190057G6,PROKLEIN NET   POLVO ORAL   LATA X 420 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79195457G6,PROKLEIN NET   POLVO ORAL   SOBRE X 60 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79245975G5,PROPAFENONA 150 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C01BC03,INCLUSION 2022,101
79378368G5,PROPILENGLICOL 6 MG(/ML)  SOLUCION OFTALMICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA OFTALMICA,P B S,OFTALMICOS,S01XA20,INCLUSION 2022,199
79438875G5,PROPILTIOURACILO 100 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,TERAPIA TIROIDEA,H03BA02,PBS 2021,199
79474175G5,PROPILTIOURACILO 50 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,TERAPIA TIROIDEA,H03BA02,PBS 2021,199
79567475G5,PROPRANOLOL 40 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C07AA05,PBS 2021,101
79582875G5,PROPRANOLOL 80 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,CARDIOVASCULAR,C07AA05,PBS 2021,101
79688057G6,PROWHEY DM   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79688957G6,PROWHEY DM   POLVO ORAL   LATA X 850 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79690457G6,PROWHEY DM   POLVO ORAL   SOBRE X 56 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79790057G6,PROWHEY EPOC   POLVO ORAL   LATA X 420 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79798357G6,PROWHEY EPOC   POLVO ORAL   SOBRE X 69 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79890557G6,PROWHEY KALORI   POLVO ORAL   FRASCO X 90 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79890657G6,PROWHEY KALORI   POLVO ORAL   LATA X 460 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79890757G6,PROWHEY KALORI   POLVO ORAL   SOBRE X 90 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79990157G6,PROWHEY NET   POLVO ORAL   LATA X 434 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79990257G6,PROWHEY NET   POLVO ORAL   LATA X 868 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
79990357G6,PROWHEY NET   POLVO ORAL   SOBRE X 62 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80088057G6,PROWHEY ONCARE   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80090457G6,PROWHEY ONCARE   POLVO ORAL   SOBRE X 56 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80190857G6,PROWHEY PLUS   POLVO ORAL   LATA X 275 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80190957G6,PROWHEY PLUS   POLVO ORAL   SOBRE X 30 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80288857G6,PROWHEY RENAL CRONICO   POLVO ORAL   LATA X 900 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80290757G6,PROWHEY RENAL CRONICO   POLVO ORAL   SOBRE X 90 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80291057G6,PROWHEY RENAL CRONICO   POLVO ORAL   LATA X 378 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80391157G6,PROWHEY TRR   POLVO ORAL   LATA X 336 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80391257G6,PROWHEY TRR   POLVO ORAL   SOBRE X 84 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80491869G6,PULMOCARE VAINILLA   SOLUCION ORAL   FRASCO X 237 ML,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,LIQUIDO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80588057G6,PURAMINO   POLVO ORAL   LATA X 400 GR,COMERCIALES 1,NUTRICIONALES,NUTRICIONALES,POLVO,NO PBS,NUTRICIONALES,NUT,NO PBS,199
80678835G5,PYCNOGENOL (Pinus Pinaster) 60 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,C05CA54,NO PBS,199
80678875G5,PYCNOGENOL (Pinus Pinaster) 60 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,C05CA54,NO PBS,199
80768556G5,PYCNOGENOL 400 MG + TROXERUTINA 20 MG  POLVO GRANULADO,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,C05CA54,NO PBS,199
80838875G5,QUETIAPINA 100 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80845975G6,QUETIAPINA 150 MG  TABLETA   SEROQUEL,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80854875G5,QUETIAPINA 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80856875G5,QUETIAPINA 25 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80856875G6,QUETIAPINA 25 MG  TABLETA   SEROQUEL XR,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80861575G5,QUETIAPINA 300 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80868375G5,QUETIAPINA 400 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80874175G5,QUETIAPINA 50 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80874175G6,QUETIAPINA 50 MG  TABLETA   SEROQUEL,COMERCIALES 1,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,PSIQUIATRIA,N05AH04,PBS 2021,103
80936775G5,QUINAPRIL 10 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09AA06,PBS 2021,199
80953475G5,QUINAPRIL 20 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,CARDIOVASCULAR,C09AA06,PBS 2021,101
81068375G5,RALTEGRAVIR POTASICO 400 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,J05AX08,NO PBS,199
81245975G5,RANITIDINA 150 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BA02,PBS 2021,199
81261575G5,RANITIDINA 300 MG  TABLETA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A02BA02,PBS 2021,199
81275366G5,RANITIDINA 50 MG/ML  SOLUCION INYECTABLE,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,VENTAS IPS,SISTEMA DIGESTIVO,A02BA02,VENTAS IPS,199
81375875G5,RANOLAZINA 500 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,NO PBS,Z-NOAGRUPADO,C01EB18 ,NO PBS,199
81433875G5,RASAGILINA 1 MG  TABLETA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,NEUROLOGIA,N04BD02,INCLUSION 2022,102
81554875G5,RIBOCICLIB 200 MG  TABLETA,GENERICOS,ALTO COSTO,MX_AP_ESP,ACC_TERAPIA ORAL,P B S,ONCOLOGIA,L01XE42,PBS 2021,199
81625072G5,RIFAMICINA (1%) 1 GR/100ML  SOLUCION TOPICA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA TOPICA,P B S,ANTIINFECCIOSOS,D06AX99,INCLUSION 2022,199
81761535G5,RIFAMPICINA 300 MG  CAPSULA,GENERICOS,PRIMER NIVEL,MX_NIVEL_1,TERAPIA ORAL,P B S,ANTIBIOTICOS,J04AB02,PBS 2021,199
81854835G5,RIFAXIMINA 200 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A07AA11,INCLUSION 2022,199
81868335G5,RIFAXIMINA 400 MG  CAPSULA,GENERICOS,ALTO COSTO,MX_NIVEL_2,TERAPIA ORAL,P B S,SISTEMA DIGESTIVO,A07AA11,INCLUSION 2022,199
